artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
Bear Hands,0.0053,0.464,188267,0.845,0.0134,0.0748,-5.496,0.0967,184.028,0.423,50,0,1,2,"['brooklyn indie', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'shimmer pop']"
Bear's Den,0.825,0.588,292227,0.3275,0.0040495,0.13595,-12.873,0.0326,122.3925,0.24,53,11,1,4,"['folk-pop', 'indie anthem-folk', 'indie folk', 'neo mellow', 'stomp and flutter', 'stomp and holler', 'uk americana']"
Beartooth,0.0013545,0.437,220172.75,0.97525,0.000224063,0.44475,-3.054,0.142975,124.9995,0.42275,60,7,1,8,"['metalcore', 'post-screamo']"
Beast,0.223,0.665,234587,0.866,0,0.373,-3.81,0.056,128.041,0.455,56,7,1,2,"['alternative rock', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap']"
Beast Coast,0.003,0.784,133053,0.606,0,0.101,-7.726,0.125,118.965,0.267,63,2,1,1,"['hip hop', 'rap', 'underground hip hop']"
Beastie Boys,0.141101042,0.695751055,183721.3038,0.746827004,0.16710488,0.232343882,-9.17049789,0.201002532,122.8489831,0.636915612,43.62447257,1,1,237,"['alternative rock', 'east coast hip hop', 'hip hop', 'old school hip hop', 'rap']"
Beat Happening,0.39575,0.4725,261716.5,0.80525,0.2145575,0.1583,-7.38175,0.0416,111.086,0.694,35.75,7,1,8,"['alternative rock', 'anti-folk', 'c86', 'dance-punk', 'e6fi', 'experimental', 'freak folk', 'gbvfi', 'indie pop', 'indie rock', 'lo-fi', 'noise pop', 'olympia wa indie', 'post-punk', 'riot grrrl', 'slow core', 'tape club', 'twee pop']"
Beate Guttmann,0.821,0.661,29600,0.129,0,0.489,-26.701,0.874,98.023,0.413,0,7,1,2,[]
Beatrice Arthur,0.729,0.554,248187,0.252,0,0.0893,-13.294,0.0545,110.291,0.41,20,6,1,1,[]
Beatriz Adriana,0.690375,0.589625,167661.625,0.323,2.65E-05,0.1720125,-10.18675,0.0562625,133.2975,0.812,39.125,9,1,16,"['mariachi', 'ranchera']"
Beats Antique,0.0575,0.601,225000,0.755,0.887,0.347,-5.528,0.0405,180.02,0.508,44,8,1,2,"['belly dance', 'glitch hop', 'world fusion']"
Beatslingers,0.0771,0.758,193316,0.902,0.807,0.367,-8.243,0.056,94.976,0.68,55,11,0,1,['swedish underground rap']
Beau Young Prince,0.463,0.764,177653,0.725,5.91E-06,0.109,-8.812,0.0576,100.063,0.0794,63,7,1,2,['dmv rap']
Beaumont,0.587,0.304,158851,0.598,0.000681,0.29,-4.212,0.0302,71.782,0.683,49,6,1,1,"['disney', 'movie tunes']"
Beautiful Chorus,0.98925,0.149725,319872.75,0.0453475,0.68375,0.1042,-31.477,0.044175,86.1775,0.05385,51.75,5,1,8,['shamanic']
Beauty Brain,0.0527,0.752,146945,0.905,0.000242,0.173,-7.072,0.0515,97.993,0.689,73,0,1,2,"['arab trap', 'bass trap', 'moombahton', 'perreo']"
Beaux Arts Trio,0.979,0.414,240000,0.235,0.899,0.225,-22.177,0.0381,86.302,0.637,32,3,1,2,"['classical', 'classical performance', 'classical piano trio']"
Bebe,0.3555,0.7995,222586.5,0.6875,0.00276,0.11325,-7.0575,0.0883,97.535,0.8185,60.5,9,0,4,"['dance pop', 'electropop', 'pop', 'post-teen pop']"
Bebe & Cece Winans,0.214933333,0.597,262271.6667,0.596666667,0.003040942,0.148633333,-9.923833333,0.041333333,108.0075,0.608333333,37,10,1,12,['gospel']
Bebe Neuwirth,0.760666667,0.594333333,345226.3333,0.2319,0,0.289666667,-13.94666667,0.337366667,124.137,0.576,27.33333333,5,1,3,"['broadway', 'hollywood', 'show tunes']"
Bebe Rexha,0.134306667,0.626861111,197545.5833,0.676138889,3.63E-07,0.175958333,-5.464083333,0.081108333,114.4705556,0.433027778,69.61111111,11,0,36,"['dance pop', 'electropop', 'pop', 'post-teen pop']"
Bebe Winans,0.468,0.627,216693,0.768,0,0.126,-7.775,0.0625,100.071,0.802,57,6,1,2,['gospel']
Bebel Gilberto,0.298333333,0.690333333,261497.6667,0.515666667,0.004776333,0.105666667,-10.47566667,0.038566667,95.34233333,0.604,38.33333333,6,1,6,"['bossa nova', 'downtempo']"
Bebo Norman,0.0736,0.406,265613,0.443,0,0.262,-8.991,0.0277,101.207,0.104,41,9,1,2,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
Bebo Valdés,0.882,0.638,224060,0.675,0.693,0.0448,-7.887,0.0592,99.992,0.715,7,6,1,1,"['cha-cha-cha', 'flamenco', 'jazz cubano', 'latin jazz']"
Bechu Dutta,0.9864,0.454933333,188403.6667,0.258066667,0.255427515,0.18126,-11.855,0.049733333,111.3042667,0.514266667,0,4,1,30,[]
Beck,0.142647813,0.65553125,238806.9375,0.64465625,0.161339409,0.206740625,-7.95028125,0.069078125,115.3189063,0.57365625,47.125,1,1,64,"['dance pop', 'latin', 'latin pop', 'latin viral pop', 'rap latina', 'reggaeton']"
"Beck, Bogert, Appice",0.525,0.424,271840,0.533666667,0.3139,0.245,-14.79133333,0.0478,103.9863333,0.728333333,31.33333333,5,1,6,"['blues rock', 'british blues', 'classic rock', 'psychedelic rock', 'supergroup']"
Becky G,0.13121,0.720181818,208711.8636,0.727409091,0.000340401,0.201227273,-5.201,0.105804545,106.4741364,0.548318182,69.40909091,2,1,22,"['dance pop', 'latin', 'latin pop', 'latin viral pop', 'rap latina', 'reggaeton']"
Becky Gelke,0.733,0.323,206333,0.386,0,0.0831,-7.236,0.0319,150.823,0.263,32,4,1,2,[]
Becky Hill,0.017167378,0.646222222,238805.4444,0.777777778,0.000455889,0.189266667,-5.769222222,0.095811111,115.0923333,0.590111111,36.88888889,9,0,9,"['dance pop', 'house', 'pop', 'pop house', 'tropical house', 'uk dance', 'uk pop']"
Bedana Dasi,0.9955,0.4485,187330,0.124175,0.89575,0.16685,-16.371,0.057025,89.699,0.51675,0,11,1,8,[]
Bedroom,0.232866667,0.552,332145,0.645333333,0.564666667,0.102366667,-10.617,0.030566667,128.6276667,0.350666667,58,4,1,6,"['indie garage rock', 'small room']"
Bedtime Baby,0.974666667,0.446166667,107390.3333,0.0954,0.929333333,0.10675,-17.41933333,0.074083333,131.4798333,0.315166667,50.83333333,0,1,12,['sleep']
Bedřich Smetana,0.9442,0.289333333,377451.5333,0.288933333,0.37066366,0.3349,-15.51333333,0.106706667,109.0095333,0.198406667,3.2,7,1,15,"['classical', 'late romantic era']"
Bee Gees,0.247673801,0.558565056,228251.3048,0.510841636,0.046172442,0.245669145,-11.20418959,0.039677695,107.1190781,0.597417844,42.55390335,7,1,269,"['adult standards', 'disco', 'mellow gold', 'soft rock']"
Beegie Adair,0.794666667,0.578666667,204062,0.213,0.899666667,0.108733333,-16.57266667,0.034,115.4446667,0.427333333,45.66666667,0,1,6,"['adult standards', 'christmas instrumental', 'dinner jazz']"
Beenie Man,0.1965196,0.742,217712.85,0.7153,2.42E-05,0.14784,-6.6522,0.225035,103.79065,0.76845,49.05,5,1,20,"['dancehall', 'reggae fusion', 'soca']"
Beetlejuice Original Broadway Cast Recording Ensemble,0.291,0.528,184147,0.477,0,0.0965,-6.552,0.0319,135.315,0.247,63,2,1,2,[]
Beirut,0.7205,0.48925,272740,0.60175,0.0207175,0.106775,-8.07775,0.037,138.24775,0.6125,60,5,1,8,"['albuquerque indie', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'stomp and holler']"
Bela,0.985,0.347,155427,0.454,0.924,0.153,-13.539,0.121,71.532,0.804,0,1,1,1,"['adult standards', 'brill building pop', 'calypso', 'lounge']"
Bela Bhattacharya Roy,0.978,0.272,195493,0.188,0.00279,0.0959,-11.115,0.0353,79.64,0.304,0,9,1,2,[]
Bela Mukherjee,0.975,0.619666667,186047.3333,0.261,0.00246,0.212333333,-10.208,0.205733333,105.7296667,0.515,0,11,1,3,[]
Bela Nemeth,0.995,0.253,154663,0.00611,0.959,0.0861,-29.25,0.0489,81.02,0.309,63,4,1,2,['focus']
Belanova,0.025708333,0.72,201411,0.6365,0.014021833,0.20085,-6.357833333,0.03305,129.83,0.569666667,53.5,11,1,12,"['dance pop', 'latin', 'latin alternative', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol']"
Belascos Band,0.996,0.471,173479,0.268,0.885,0.375,-14.602,0.165,71.043,0.373,0,5,0,2,['calypso']
Belchior,0.0664,0.374,284680,0.563,0,0.073,-10.428,0.0612,143.051,0.46,35,4,1,2,"['bossa nova', 'forro', 'mpb', 'nova mpb', 'rock gaucho', 'samba']"
Belford Hendricks,0.940666667,0.293333333,149506.3333,0.208,0.013893333,0.170166667,-14.545,0.031733333,101.953,0.215133333,18.66666667,10,1,6,[]
Belgian Radio and Television Philharmonic Orchestra,0.868,0.191,212733,0.307,0.809,0.0605,-14.959,0.0343,63.781,0.0615,31,1,0,1,['orchestra']
Belgrade National Opera Chorus,0.979,0.318666667,193969,0.084033333,0.002056667,0.166666667,-19.785,0.0593,103.7033333,0.123266667,0,0,1,3,[]
Belgrade National Opera Orchestra,0.955125,0.3085,211016.625,0.0697875,0.026902209,0.300125,-22.381375,0.053075,113.1035,0.1130375,1.875,0,1,8,[]
Belinda,0.2303548,0.543266667,208827.6667,0.7326,4.21E-06,0.201813333,-5.235933333,0.080426667,127.827,0.449866667,51.73333333,1,1,15,"['dance pop', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'pop', 'post-teen pop']"
Belinda Carlisle,0.128802,0.6343,272241.3,0.723,8.27E-05,0.07147,-10.3914,0.03579,122.934,0.643,38.2,2,1,20,"['dance rock', 'europop', 'new romantic', 'new wave pop', 'pop rock', 'soft rock']"
Belkıs Özener,0.977,0.394,181379,0.169,0.000177,0.0647,-9.564,0.0549,139.766,0.163,12,2,0,2,['classic turkish pop']
Bell Biv DeVoe,0.029277037,0.747555556,285709.1481,0.663111111,0.000955084,0.286318519,-8.805481481,0.07372963,114.6193333,0.652259259,41.44444444,6,0,27,"['boy band', 'funk', 'hip hop', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary']"
Bell Telephone Hour Orchestra,0.955230769,0.353692308,270330.1538,0.2203,0.653993846,0.407230769,-17.00192308,0.069553846,99.09253846,0.441615385,2,2,1,13,[]
Bella Thorne,0.00291,0.819,154773,0.683,0.122,0.254,-6.144,0.156,112.007,0.671,48,7,1,2,"['post-teen pop', 'social media pop']"
Bellary Lalitha,0.955,0.5045,181368.5,0.2395,0.8465,0.255,-12.0385,0.0368,80.5275,0.5775,0,1,1,4,[]
Belle & Sebastian,0.351445625,0.5291875,266041.625,0.539125,0.036246988,0.204,-10.3836875,0.04278125,125.3693125,0.6494375,37.6875,6,1,32,"['alternative rock', 'anti-folk', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'melancholia', 'scottish indie', 'scottish rock', 'twee pop']"
Belle Humble,0.00095,0.499,281083,0.826,0.029,0.122,-7.082,0.0534,140.007,0.427,53,9,0,1,[]
Belle Margaux,0.996,0.601,72973,0.0049,0.957,0.0938,-25.681,0.0776,68.645,0.143,62,6,1,2,['background music']
Belle Plaine,0.83,0.507,173760,0.18,0.255,0.106,-15.229,0.0379,73.807,0.507,59,6,1,2,"['canadian singer-songwriter', 'saskatchewan indie']"
Bells Are Ringing Ensemble,0.836,0.518375,166720.125,0.27475,3.70E-06,0.10335,-15.18675,0.1537,112.985875,0.589,6.75,1,1,16,[]
Belly,0.0413018,0.636,245346.3,0.7069,0.1401342,0.14414,-6.9774,0.10393,141.9856,0.6276,47.2,2,1,10,"['canadian hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'trap soul', 'underground hip hop']"
Belouis Some,0.382,0.687666667,261115.3333,0.832,0.289693333,0.057366667,-10.53733333,0.045166667,110.3856667,0.818666667,37.33333333,5,0,6,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
Belton Richard,0.233333333,0.544666667,153182,0.408333333,8.16E-05,0.187566667,-10.22433333,0.038133333,133.6013333,0.726,16.33333333,7,1,3,"['cajun', 'swamp pop', 'zydeco']"
Bembeya Jazz National,0.536,0.4745,424133,0.545,0.434423,0.13,-6.5035,0.03685,112.1535,0.63,31,4,0,4,"['afrobeat', 'afropop', 'guinean pop', 'highlife', 'mande pop', 'mbalax', 'soukous', 'west african jazz', 'world']"
Ben Beal,0.911,0.531,144041,0.487,0.00201,0.222,-10.321,0.22,75.487,0.749,67,2,0,1,['lo-fi beats']
Ben Bridwell,0.611,0.5855,231841.5,0.646,0.00692,0.404,-8.4455,0.218,141.456,0.603,55.5,6,1,4,[]
Ben Cocks,0.764,0.51,226986,0.356,0.0187,0.116,-13.442,0.0335,74.877,0.196,63,10,1,1,[]
Ben Del Maestro,0.913,0.186,195667,0.418,0.962,0.126,-10.947,0.0348,76.704,0.0462,46,9,0,2,[]
Ben E. King,0.617925,0.54725,155058.1,0.429525,0.001653323,0.222985,-11.72185,0.0401225,125.832425,0.705175,27.775,0,1,80,"['adult standards', 'brill building pop', 'motown', 'rock-and-roll', 'soul', 'southern soul']"
Ben Fankhauser,0.547333333,0.529666667,233766.6667,0.423333333,0,0.131433333,-9.006666667,0.087766667,115.6296667,0.4245,50,0,1,6,"['broadway', 'hollywood', 'show tunes']"
Ben Folds,0.3035496,0.48172,231699.64,0.6184,0.001358458,0.273372,-7.06828,0.052364,124.88588,0.36836,42.8,0,1,25,"['indie pop', 'permanent wave', 'piano rock', 'pop rock']"
Ben Folds Five,0.249778889,0.455222222,247520,0.745111111,0.003674944,0.181666667,-7.290111111,0.036477778,122.7455556,0.480333333,42.77777778,7,1,18,"['alternative rock', 'indie pop', 'permanent wave', 'piano rock', 'pop rock']"
Ben Grosse,0.0989,0.4105,223860,0.782,7.55E-05,0.51215,-7.191,0.04965,148.7875,0.56,39.5,11,1,4,[]
Ben Harper,0.512989474,0.633131579,243244.1579,0.404268421,0.072697754,0.176705263,-11.73121053,0.083028947,127.4155263,0.4442,48.86842105,2,1,38,"['neo mellow', 'pop rock']"
Ben Harper And The Innocent Criminals,0.241,0.914,245360,0.56,0.0214,0.217,-11.396,0.113,101.019,0.87,55,7,1,2,[]
Ben Howard,0.535142857,0.463428571,306415.2857,0.450142857,0.197577803,0.133921429,-11.19457143,0.042657143,111.8369286,0.266328571,60.64285714,0,1,28,"['british singer-songwriter', 'fingerstyle', 'folk-pop', 'indie folk', 'neo mellow', 'stomp and holler']"
Ben Kweller,0.17645,0.5455,237053.5,0.625,0.000978,0.1725,-6.371,0.03815,111.404,0.423,38.5,4,1,4,['indie pop']
Ben Lee,0.0224,0.756,254107,0.73,1.24E-05,0.139,-5.292,0.032,115.977,0.917,57,11,1,2,"['australian alternative rock', 'australian pop', 'australian rock', 'pop rock']"
Ben Leinbach,0.756,0.136,285080,0.122,0.0132,0.0781,-11.612,0.0351,78.854,0.124,48,1,1,2,"['healing', 'kirtan', 'meditation', 'new tribe', 'shamanic']"
Ben Morfitt (SquidPhysics),0.00187,0.756,134219,0.591,0.282,0.0697,-10.641,0.0271,97.011,0.77,51,2,1,2,[]
Ben Platt,0.464861111,0.491333333,249410.5556,0.454277778,0,0.131533333,-7.685944444,0.055705556,96.60927778,0.401166667,62.61111111,10,1,18,"['hollywood', 'pop', 'show tunes']"
Ben Pollack & His Orchestra,0.98995,0.59455,179565.95,0.185585,0.182187106,0.19414,-16.77635,0.14134,106.5594,0.52455,5.4,2,1,40,[]
Ben Rector,0.207635263,0.567684211,224606.8421,0.588052632,2.08E-05,0.189621053,-7.673052632,0.045221053,125.1736316,0.405315789,53.94736842,2,1,38,"['acoustic pop', 'indiecoustica', 'lds youth', 'neo mellow', 'piano rock', 'pop rock']"
Ben Steinberg,0.97025,0.62,196610,0.170875,0.0025,0.31175,-17.3105,0.384525,102.08275,0.485,1.5,7,0,4,[]
Ben Watt,0.981,0.601,138933,0.126,0.132,0.122,-18.448,0.0339,112.251,0.215,40,2,1,2,"['british singer-songwriter', 'british soul', 'chamber pop', 'chamber psych']"
Ben Webster,0.879070588,0.5462,272647.8353,0.197629412,0.297976546,0.161005882,-15.51181176,0.055477647,107.9152118,0.431776471,23.95294118,7,1,85,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride', 'swing', 'vocal jazz']"
Ben Wright,0.918142857,0.419285714,233026.7143,0.193271429,1.15E-06,0.194814286,-16.72385714,0.085128571,133.0704286,0.387285714,30,3,1,7,[]
Benay Venuta,0.851,0.556,169600,0.42225,0.000295,0.415525,-10.3695,0.18085,123.9085,0.722,2.25,6,1,4,[]
Benedictine Monks Of St. Wandrille De Fontenelle,0.9804,0.2412,128941.4,0.2482,0.00866468,0.2752,-13.6974,0.0608,88.4888,0.10582,0,5,0,10,[]
"Benedictine Monks of the Abbey of St. Maurice & St. Maur, Clevaux",0.990352941,0.206470588,167903.4706,0.114388235,0.037858894,0.195382353,-21.85311765,0.040494118,111.5292941,0.090082353,22.35294118,9,1,34,['monastic']
Benedito Lacerda,0.89,0.6072,154250.8,0.5692,0.744008,0.1709,-12.8308,0.04298,113.6908,0.8044,0.2,0,1,5,"['brazilian composition', 'choro']"
Benette,0.99,0.368,161267,0.00892,0.911,0.102,-29.555,0.05,63.639,0.287,66,10,1,2,['calming instrumental']
Bengt Hallberg,0.8495,0.503,306386.5,0.19325,0.694,0.4014,-15.459,0.04715,97.5385,0.3519,36.5,2,1,2,['swedish jazz']
Beniamino Gigli,0.9763125,0.2915625,192023.375,0.3011875,0.064599013,0.19344375,-9.778375,0.03785,83.641,0.25838125,0.6875,9,1,32,"['classical tenor', 'italian tenor']"
Beniamino Gigli Orchestra E Coro Del Teatro Alla Scala / Giuseppe Antonicelli / Vittore Veneziani,0.928,0.56,200000,0.569,0.399,0.56,-8.655,0.121,127.27,0.521,5,3,1,2,[]
Benjamin Bayl,0.755,0.158,147760,0.292,0.853,0.304,-16.738,0.0323,67.587,0.37,44,7,1,2,[]
Benjamin Bratt,0.565,0.446,109280,0.587,0.000478,0.143,-6.634,0.0413,128.908,0.61,63,2,1,2,[]
Benjamin Britten,0.886467442,0.288951163,267286.2326,0.139698372,0.489463309,0.224306977,-24.87844186,0.058569767,112.2460465,0.220855814,11.90697674,0,1,43,"['british modern classical', 'classical', 'neoclassicism']"
Benjamin Caussor,0.237,0.745,151301,0.723,2.43E-05,0.313,-7.951,0.0488,115.731,0.973,26,7,1,2,[]
Benjamin Francis Leftwich,0.7645,0.676,177846.5,0.4205,0.00042735,0.10815,-11.1475,0.0297,100.317,0.5485,52.5,6,1,4,"['indie anthem-folk', 'indie folk', 'neo mellow', 'stomp and holler', 'york indie']"
Benjamin Frith,0.992,0.320666667,303600.3333,0.00948,0.923,0.100566667,-32.22033333,0.0387,88.18466667,0.065566667,37.66666667,0,0,3,['classical piano']
Benjamin Godard,0.977,0.136,280520,0.0396,0.825,0.115,-25.769,0.0458,95.998,0.0378,31,5,1,1,['late romantic era']
Benjamin Grosvenor,0.986,0.325666667,457991.3333,0.09088,0.864666667,0.095333333,-25.71433333,0.038966667,64.97,0.1026,56,4,0,3,['classical piano']
Benjamin Gustafsson,0.992,0.289,161020,0.029,0.906,0.133,-31.863,0.0285,66.942,0.4,61,1,1,2,['neo-classical']
Benjamin Martins,0.972,0.162,192000,0.00109,0.913,0.0851,-47.452,0.0478,109.255,0.0536,67,11,0,2,['background music']
Benjamin O,0.21,0.892,263359,0.619,0,0.0818,-5.728,0.0968,130.983,0.92,54,10,1,2,[]
Benjamin Orr,0.187,0.42,264893,0.762,0.00102,0.0557,-8.237,0.0309,204.789,0.857,49,2,0,2,[]
Benjamin Schrader,0.5924,0.5928,278378.8,0.5444,0,0.22194,-9.7424,0.352,140.5162,0.559,51.6,3,1,5,['show tunes']
Benjamin Tagle Lara,0.957,0.423,174890,0.21,0,0.277,-13.043,0.0389,97.341,0.35,0,5,1,1,[]
Benjamin Wallfisch,0.9772,0.17352,195080.2,0.027412,0.7336,0.07984,-25.6626,0.0481,99.6006,0.10118,50,0,0,10,"['british soundtrack', 'deep soundtrack', 'soundtrack']"
Benjy Davis Project,0.23,0.681,193093,0.655,0,0.289,-9.017,0.0472,116.555,0.701,37,7,1,2,['baton rouge indie']
Benjy Wertheimer,0.781,0.642,438102.3333,0.131566667,0.899333333,0.103733333,-20.56033333,0.035166667,111.6786667,0.196166667,53.33333333,7,1,3,"['hangpan', 'healing', 'kirtan', 'meditation', 'shamanic', 'world fusion']"
Bennett Burrill,0.864,0.531,155160,0.448,0.036,0.923,-8.627,0.0455,102.131,0.879,2,5,1,1,[]
Bennie Green,0.889,0.472,557313,0.258,0.46875,0.1397,-13.198,0.03725,101.949,0.347,7.5,1,1,4,"['cool jazz', 'hard bop', 'jazz brass', 'jazz trombone', 'soul jazz']"
Bennie Maupin,0.895,0.27,495840,0.369,0.926,0.109,-18.636,0.038,83.685,0.14,41,0,1,2,"['avant-garde jazz', 'contemporary post-bop', 'free improvisation', 'free jazz', 'jazz funk']"
Bennie Morton,0.946,0.764,193827,0.582,0.845,0.0682,-10.644,0.109,126.447,0.91,1,10,1,2,[]
Benno Kusche,0.843,0.428,206551.3333,0.177333333,2.15E-05,0.373333333,-19.49366667,0.2006,120.805,0.430333333,0,11,1,3,[]
Benno Moiseiwitsch,0.994,0.317,391353.5,0.11295,0.9025,0.24,-19.631,0.0371,69.0075,0.06615,0,11,1,4,['historic piano performance']
Benny,0.451808333,0.583833333,235497.8333,0.449433333,0.000446667,0.134266667,-9.381,0.034116667,118.3083333,0.313666667,57.16666667,7,1,12,"['electropop', 'pop', 'pop rap']"
Benny Andersson,0.331,0.769,200640,0.874,0.00232,0.123,-5.935,0.0439,136.064,0.883,37,2,1,1,['neo-classical']
Benny Benassi,0.090063333,0.6,237088.5,0.791,0.046218333,0.101383333,-4.056833333,0.130783333,131.7876667,0.433833333,57.66666667,5,0,6,"['disco house', 'edm', 'electro house']"
Benny Bernstein,0.976,0.243,154246,0.123,0.879,0.176,-20.642,0.0421,111.435,0.0501,60,8,1,2,"['atmosphere', 'background music', 'focus']"
Benny Carter,0.825333333,0.544277778,178660.3889,0.284066667,0.684033333,0.154033333,-13.89305556,0.045427778,131.1870556,0.688444444,19.44444444,10,1,18,"['bebop', 'big band', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'library music', 'soul jazz', 'stride', 'swing', 'vintage jazz', 'vocal jazz']"
Benny Carter & His All Star Orchestra,0.971333333,0.611333333,187586.6667,0.134333333,0.006712667,0.207,-13.84933333,0.0355,109.6973333,0.579333333,6.166666667,9,0,12,[]
Benny Golson,0.793909091,0.496727273,372821.9091,0.252727273,0.467591818,0.162072727,-17.13663636,0.0441,119.3575455,0.511727273,15.18181818,0,1,22,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride']"
Benny Goodman,0.812668569,0.532138776,201440.3299,0.389807517,0.487784296,0.307237755,-15.91707823,0.143507143,127.7024184,0.526956531,9.925170068,5,1,294,"['adult standards', 'bebop', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']"
Benny Goodman Big Band,0.685333333,0.443333333,306208.6667,0.517,0.766333333,0.452666667,-12.65133333,0.056633333,167.843,0.437333333,13,6,1,6,[]
Benny Goodman Quartet,0.8828,0.7266,212622.7,0.452,0.8099,0.23112,-14.5643,0.04094,112.9236,0.7091,16.4,3,1,10,"['big band', 'jazz clarinet', 'jazz quartet', 'ragtime', 'stride', 'swing']"
Benny Goodman Sextet,0.894,0.635710145,205089.0435,0.310258261,0.484051408,0.137614493,-15.07111594,0.046050725,123.9013043,0.695898551,11.10144928,5,1,69,"['bebop', 'big band', 'stride', 'swing', 'vintage jazz']"
Benny Goodman Trio,0.986,0.68,202848.8333,0.172183333,0.883833333,0.15,-16.90233333,0.03965,109.1293333,0.608833333,16,10,0,6,"['big band', 'stride', 'swing', 'vintage jazz']"
Benny Hester,0.443,0.621,303200,0.265,0,0.0985,-14.062,0.0343,100.02,0.195,28,4,1,2,['deep christian rock']
Benny Hinn,0.718,0.21725,240273.25,0.3085,0,0.31725,-15.0255,0.037,94.20575,0.2471,33.75,6,1,8,['classic praise']
Benny Mardones,0.3345,0.444,267273.5,0.686,0,0.09835,-7.697,0.03325,123.439,0.528,47.5,0,0,4,['soft rock']
Benny Meroff & His Orchestra,0.9835,0.7495,170333.5,0.391,0.0742,0.108,-11.643,0.0587,97.533,0.808,8,8,1,2,[]
Benny Powell,0.7165,0.4885,123973.3333,0.567,6.63E-07,0.167066667,-7.843833333,0.083916667,121.3885,0.739333333,20.33333333,0,1,6,['jazz trombone']
Benny Rogers,0.989,0.524,243413,0.106,0.929,0.11,-17.024,0.0531,131.468,0.634,44,7,1,1,[]
Benny Sadel,0.00329,0.693,264516,0.74,2.84E-05,0.0647,-8.399,0.0323,144.855,0.816,43,8,1,2,"['dominican pop', 'merengue', 'tropical']"
Benny Sings,0.1125,0.847666667,196440,0.453333333,0.022458767,0.140333333,-8.553,0.0565,121.4773333,0.710666667,55.33333333,7,1,6,"['dutch pop', 'indie jazz', 'indie soul']"
Benny Soliven,0.154,0.779,124865,0.695,9.28E-05,0.171,-6.289,0.0871,100.029,0.397,60,1,0,2,[]
